1045700556 106595
1045701985 102973
1045702855 102781
1045736318 102491
1045736386 102491
1045736558 102491
1045736783 92832
1045791639 92855
1045793114 92878
1045793411 92882
1045793669 92882
1046089139 92882
1046829539 92883
1046830294 92883
1046830669 92916
1047899761 91948
1047901851 91948
1053431458 91950
1053477554 91952
1053603098 91960
1053640272 91961
1053992746 91981
1054810109 91987
1055545802 91986
1055546064 91986
1055547766 99713
1055548361 109703
1056256456 112351
1056300719 112483
1056301359 112529
1056301561 112533
1056584883 112544
1057076833 112548
1057152790 112561
1057509552 112579
1057537356 112605
1058668746 112615
1058670284 112624
1058731137 112628
1059092576 112628
1059099161 112628
1060075126 112628
1060076299 112627
1060171840 112627
1060858901 112640
1060908136 112642
1060909633 112658
1061062666 112657
1061063556 112656
1061064075 112664
1061613683 112664
1061894885 112690
1062202274 112797
1062202327 112828
1062202365 112829
1062202627 112872
1062202906 112177
1062203176 112161
1062371408 112161
1062548477 112208
1062553744 112222
1062553847 112244
1062554809 112246
1062554885 112248
1062559112 112493
1064964739 113246
1064965135 113249
1064965275 113686
1064965803 113688
1065007211 113837
1065139323 114097
1065139448 114098
1065843347 111141
1065847432 111143
1066016229 111143
1066262056 111160
1068249933 111160
1068260804 111219
1068262263 111232
1068262507 111499
1068268332 111504
1068714090 111508
1068714377 111508
1068714824 111524
1068715088 111544
1069279125 111627
1069343015 111626
1069354541 111632
1070071207 111650
1070238489 111651
1070238648 112287
1071632175 112769
1071891096 112769
1072033110 112776
1072070207 110657
1072102397 110662
1072310284 110671
1072369633 110670
1072372939 110665
1072409617 110672
1072469096 110721
1072631788 110807
1072667756 112366
1072707001 112366
1072707891 112367
1072741215 112368
1072750731 112314
1072757210 112377
1072757323 112497
1072757630 112500
1072759064 112500
1072759068 112500
1072759345 112502
1072825121 112649
1072825142 112668
1072825195 112669
1072825371 112692
1072825442 112865
1072825533 112873
1072832683 112935
1072832737 112941
1072833878 112958
1072837796 112979
1072837856 113031
1072837925 113039
1072838276 113039
1072839421 113046
1072839830 113046
1072841620 113046
1072842100 113136
1072846887 113136
1072898792 113336
1072899463 113343
1072932115 113430
1072932185 113439
1072942924 113439
1072942948 113439
1072943035 113439
1072963833 113439
1072987522 113437
1073019613 113483
1073021210 113485
1073022403 113488
1073076764 113491
1073266823 113904
1073278802 113904
1073341292 113904
1073341389 113903
1073346010 113903
1073346073 113904
1073351071 113904
1073433222 113904
1073538023 113365
1073650555 113365
1073697798 113365
1073763504 113371
1073969577 113372
1073970015 113372
1074047023 113379
1074047098 113378
1074049826 113383
1074176489 113476
1074183468 113503
1074197766 113517
1074380779 113517
1074380814 113517
1074380866 113519
1074387949 113528
1074388123 113528
1074539777 113556
1074548979 113551
1074550650 113568
1074615349 113571
1075265224 113575
1075265308 114730
1075265673 113705
1075358800 113766
1075436422 113766
1075437252 113766
1075471757 113764
1075471797 113765
1075519217 113767
1075563194 113767
1075563312 113762
1075652927 113763
1075655552 113780
1075683814 113791
1075777681 113794
1075786239 113796
1075849813 113824
1075850913 113824
1075856032 113824
1075867173 114343
1075867798 114348
1075961172 114422
1075962041 114423
1075962094 114423
1075962335 114428
1075990710 114428
1076018574 114428
1076018661 114453
1076040694 114454
1076084520 114503
1076084700 114505
1076099429 114506
1076100053 114507
1076101033 114511
1076101391 114513
1076104744 114530
1076124500 114538
1076299590 114542
1076299676 114543
1076299734 114544
1076451190 114557
1076601395 114558
1076631238 114563
1076633506 114559
1076634373 114563
1076634690 114566
1076637438 114568
1076637752 114568
1076650567 114569
1076651697 114638
1076706699 114658
1076711475 114894
1076725269 114898
1076725329 114899
1076725969 114901
1076726329 114901
1076726885 114902
1076740808 114903
1076773612 114862
1076775168 114870
1076781813 114860
1076799897 114896
1076828447 114896
1076829164 114910
1076830134 114911
1076830167 115649
1076831048 115681
1076831191 115775
1076831211 115779
1076864089 115779
1076868243 116132
1076988709 116100
1076999233 116210
1077021650 116210
1077034371 116210
1077160236 116239
1077246684 116239
1077737592 116215
1077742589 116251
1077856884 116264
1077857606 116266
1077862608 116200
1077862980 116547
1077896125 116547
1077920422 116442
1078011856 116283
1078026772 116287
1078117804 116335
1078157973 116335
1078160382 116336
1078278558 116351
1078282260 116351
1078374450 116349
1078375130 116376
1078375499 116388
1078438338 116388
1078443662 116384
1078453372 116397
1078493355 116388
1078552530 116388
1078630319 116390
1078630693 116502
1078683642 116518
1078683891 116523
1078710720 116838
1078712942 116871
1078786134 116869
1078840699 117135
1078840792 117134
1078840872 117134
1078860644 117135
1078861902 117137
1078877413 117139
1078881420 117139
1078959355 117141
1079045864 117141
1079157117 117163
1079245609 117162
1079245763 117164
1079245790 117164
1079245853 117149
1079483346 117149
1079499584 117147
1079588800 117231
1079624028 117231
1079624068 117231
1079624134 117233
1079654887 117234
1079802098 117243
1079807125 117332
1079823693 117468
1079823760 117544
1079936766 117605
1079936865 117610
1079961156 117609
1080073715 117613
1080254215 117630
1080333854 117635
1080443199 117652
1080495915 117694
1081470348 117705
1081484003 117698
1081696330 117701
1081696547 117696
1081743128 117771
1082297526 117764
1082341188 118077
1082409612 118085
1082409659 118085
1082868960 118065
1082985617 118145
1083070567 118175
1083091765 118335
1083092904 119303
1083093220 119307
1083104278 119307
1083104302 119309
1083104911 119307
1083118173 119315
1083118620 119327
1083120165 119351
1083188086 119351
1083188098 119457
1083189212 119462
1083192142 119462
1083192162 119466
1083202270 119468
1083205289 119486
1083206054 119891
1083206477 119897
1083208343 119927
1083279945 119931
1083280168 119935
1083282622 119959
1083284345 119965
1083289761 120086
1083365701 120086
1083365718 120096
1083385781 120098
1083386684 120098
1083469249 120098
1083471810 120105
1083471994 120107
1083474142 120144
1083728820 120144
1084486177 120144
1084501774 120144
1084503556 120146
1084569757 120153
1084569765 120153
1084569773 120240
1084569780 120241
1085338669 120248
1085623857 120249
1085623869 120249
1085713923 120249
1085714114 120253
1085714247 120283
1085789613 121380
1085789713 121406
1085794689 121406
1085795242 121447
1085797585 121447
1085857046 121448
1085964401 121511
1085964555 121511
1085964688 123809
1086005708 123807
1086006508 123818
1086131905 123819
1086131938 123823
1086132569 123824
1086137112 123844
1086223532 123916
1086304008 123952
1086390057 123954
1086390092 123959
1086402060 123998
1086406344 123998
1086406381 123998
1086754362 124090
1086754458 124092
1086754530 124092
1086822561 124092
1086826926 124100
1086907701 124107
1087306347 124202
1087767230 124202
1088089546 124277
1088204301 124279
1088204698 124279
1088637846 124282
1088638138 124286
1088733773 124289
1089244787 124291
1089250359 124355
1089430932 124575
1090034072 124577
1091065735 124577
1091065852 124590
1091244399 124590
1091244554 124594
1093383864 124643
1093384140 124698
1093395801 124704
1093396024 124710
1093399145 124715
1093400566 124721
1093400840 124724
1093401466 124724
1093401539 124729
1093485501 124754
1093568308 124838
1093568668 124866
1093571633 124867
1093571659 124868
1093573305 124868
1093643825 124867
1093643834 124864
1093644103 124859
1093644118 124859
1093644251 124860
1093670698 124866
1093670752 124872
1093696417 125019
1093696892 125036
1093744003 125036
1093834323 125304
1093835594 125302
1093836738 125304
1093864865 125305
1093865183 125304
1093865356 125306
1093866898 125309
1094184160 125348
1094184270 125724
1094249550 125762
1094258149 125765
1094616308 125765
1095731185 125769
1095731289 125769
1095732990 125770
1095733911 125768
1095738664 125840
1095741475 125842
1095991361 125853
1095994525 125983
1097093040 125985
1097202631 125991
1097254581 125992
1097582993 125994
1097586838 125996
1097586972 125994
1097990212 126005
1097991617 126007
1097991644 126048
1098234121 126125
1098274905 126133
1098396145 126133
1098396257 126134
1098396688 126129
1098396897 126117
1098396995 126174
1098398996 126172
1098502738 126856
1098502768 126856
1098669599 126856
1098669651 127664
1098670238 127664
1098701724 127665
1098754719 127665
1098886200 127675
1098886318 127680
1098887036 127708
1098887322 127708
1098887794 127722
1099030020 128485
1099030054 128507
1099030098 128650
1099055154 128652
1099117815 128652
1099119419 128666
1099201843 128758
1099309973 128761
1099310265 128779
1099310297 128877
1099366716 128878
1099838794 128885
1099892219 128896
1100833686 128877
1100837544 128881
1100960108 128881
1100961058 128901
1100989250 128901
1100989554 128904
1102810367 128904
1104469909 128903
1104757018 128903
1104983186 128903
1105054030 128472
1105654093 128579
1105654408 128581
1105654544 128582
1105655393 128582
1105655421 128578
1105662712 128578
1105923903 128604
1105933612 128604
1105934083 128605
1105934887 128605
1106023108 128625
1106023236 128653
1106089993 128663
1106345707 128687
1106345883 128688
1106346105 128689
1106346327 128691
1106347616 128699
1106349542 128699
1106676472 128631
1106677209 128630
1106703352 128642
1106790336 128658
1106790572 128658
1106793370 128658
1106793499 129176
1106824782 129249
1106960348 129768
1106960373 129796
1106960493 129796
1106960509 129796
1107007074 129796
1107007099 129797
1107045279 129813
1107047380 129813
1107093905 129821
1107111669 129822
1107309544 129822
1107309569 129822
1107383826 129842
1107991922 129930
1107992059 130289
1107992170 130347
1107994775 130353
1109167517 130372
1110493361 130454
1110493964 130454
1110494029 130584
1110495414 130718
1110593163 130723
1110593361 130728
1110593824 145916
1110725987 146182
1110771673 146774
1111365310 146774
1111373182 147344
1111373859 147349
1111972920 147349
1117077929 147353
1117078348 147360
1117825395 147362
1118194465 147362
1118230428 147364
1118230461 147366
1118234203 147367
1118234268 147368
1118268154 147368
1118268222 147508
