1045700556 106595 0 0 0 0 0 0 0 0 0
1045701985 106595 0 0 0 0 0 0 0 0 0
1045702855 106595 0 0 0 0 0 0 0 0 0
1045736318 106595 0 0 0 0 0 0 0 0 0
1045736386 106595 0 0 0 0 0 0 0 0 0
1045736558 106595 0 0 0 0 0 0 0 0 0
1045736783 106595 0 0 0 0 0 0 0 0 0
1045791639 106618 0 0 0 0 0 0 0 0 0
1045793114 106655 0 0 0 0 0 0 0 0 0
1045793411 106661 0 0 0 0 0 0 0 0 0
1045793669 106662 0 0 0 0 0 0 0 0 0
1046089139 106664 0 0 0 0 0 0 0 0 0
1046829539 106665 0 0 0 0 0 0 0 0 0
1046830294 106666 0 0 0 0 0 0 0 0 0
1046830669 106712 0 0 0 0 0 0 0 0 0
1047899761 106712 0 0 0 0 0 0 0 0 0
1047901851 106712 0 0 0 0 0 0 0 0 0
1053431458 106716 0 0 0 0 0 0 0 0 0
1053477554 106719 0 0 0 0 0 0 0 0 0
1053603098 106731 0 0 0 0 0 0 0 0 0
1053640272 106732 0 0 0 0 0 0 0 0 0
1053992746 106774 0 0 0 0 0 0 0 0 0
1054810109 106791 0 0 0 0 0 0 0 0 0
1055545802 106791 0 0 0 0 0 0 0 0 0
1055546064 106793 0 0 0 0 0 0 0 0 0
1055547766 114520 0 0 0 0 0 0 0 0 0
1055548361 124510 0 0 0 0 0 0 0 0 0
1056256456 124510 0 2650 0 0 0 0 0 0 0
1056300719 124510 0 2822 0 0 0 0 0 0 0
1056301359 124510 0 2869 0 0 0 0 0 0 0
1056301561 124510 0 2903 0 0 0 0 0 0 0
1056584883 124510 0 2914 0 0 0 0 0 0 0
1057076833 124510 0 2918 0 0 0 0 0 0 0
1057152790 124510 0 2948 0 0 0 0 0 0 0
1057509552 124510 0 2968 0 0 0 0 0 0 0
1057537356 124510 0 3010 0 0 0 0 0 0 0
1058668746 124510 0 3028 0 0 0 0 0 0 0
1058670284 124510 0 3037 0 0 0 0 0 0 0
1058731137 124514 0 3037 0 0 0 0 0 0 0
1059092576 124514 0 3037 0 0 0 0 0 0 0
1059099161 124514 0 3037 0 0 0 0 0 0 0
