1045700556 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045701985 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045702855 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045736318 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045736386 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045736558 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045736783 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045791639 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045793114 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045793411 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045793669 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1046089139 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1046829539 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1046830294 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1046830669 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1047899761 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1047901851 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1053431458 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1053477554 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1053603098 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1053640272 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1053992746 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1054810109 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1055545802 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1055546064 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1055547766 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1055548361 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1056256456 27 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1056300719 27 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1056301359 27 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1056301561 27 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1056584883 27 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1057076833 27 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1057152790 27 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1057509552 27 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1057537356 27 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1058668746 27 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1058670284 27 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1058731137 28 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1059092576 28 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1059099161 28 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1060075126 29 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1060076299 30 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1060171840 31 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1060858901 32 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1060908136 33 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1060909633 34 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1061062666 35 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1061063556 36 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1061064075 37 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
