# Month and number of downloads of pcb-4.1.3.tar.gz
2018-10  182
2018-11  174
2018-12  165
2019-01  207
2019-02  31
2019-03  28
2019-04  28
2019-05  34
2019-06  27
2019-07  23
2019-08  25
2019-09  27
2019-10  34
2019-11  31
2019-12  23
2020-01  19
2020-02  10
2020-03  11
2020-04  15
2020-05  12
2020-06  27
2020-07  10
2020-08  20
2020-09  22
2020-10  38
2020-11  38
2020-12  29
2021-01  20
2021-02  23
2021-03  36
2021-04  21
2021-05  18
2021-06  12
2021-07  5
2021-08  7
2021-09  12
2021-10  6
2021-11  4
2021-12  3
2022-01  7
2022-02  3
2022-03  6
2022-04  8
2022-05  6
2022-06  4
2022-07  1
2022-08  4
2022-09  10
2022-10  4
2022-11  6
2022-12  1
2023-01  10
2023-02  2
2023-03  3
2023-04  4
2023-05  6
2023-06  2
2023-07  2
2023-08  2
2023-09  5
2023-10  3
2023-11  1
2023-12  30
2024-01  27
2024-02  12
2024-03  7
2024-04  5
2024-05  6
2024-06  2
2024-07  5
2024-08  3
2024-09  4
2024-10  5
2024-11  4
2024-12  5
2025-01  5
2025-02  4
2025-03  3
2025-04  4
2025-05  16
2025-06  32
2025-07  7
2025-08  2
2025-09  2
2025-10  5
2025-11  3
2025-12  2
2026-01  3
2026-02  4
2026-03  2
e
# EOF
