# Month and number of downloads of pcb-20140316.tar.gz
2014-03	219
2014-04	759
2014-05	1544
2014-06	2049
2014-07	1396
2014-08	1393
2014-09	1345
2014-10	1215
2014-11	1001
2014-12	1026
2015-01	1132
2015-02	977
2015-03	1227
2015-04	1134
2015-05	909
2015-06	956
2015-07	827
2015-08	985
2015-09	828
2015-10	846
2015-11	826
2015-12	782
2016-01	851
2016-02	798
2016-03	1010
2016-04	792
2016-05	688
2016-06	673
2016-07	578
2016-08	545
2016-09	475
2016-10	568
2016-11	580
2016-12	503
2017-01	308
2017-02	68
2017-03	57
2017-04	53
2017-05	37
2017-06	14
2017-07	26
2017-08	48
2017-09	38
2017-10	25
2017-11	31
2017-12 45
2018-01 32
2018-02 16
2018-03 18
2018-04 27
2018-05 52
2018-06	32
2018-07	30
2018-08	22
2018-09	13
2018-10	34
2018-11	15
2018-12	19
2019-01	17
2019-02	14
2019-03	17
2019-04	4
2019-05	0
2019-06	1
2019-07	1
2019-08	3
2019-09	5
2019-10	1
2019-11	3
2019-12	4
2020-01	3
2020-02	3
2020-03	3
2020-04	1
2020-05	3
2020-06	13
2020-07	9
2020-08	5
2020-09	5
2020-10	4
2020-11	3
2020-12	10
2021-01	4
2021-02	7
2021-03	6
2021-04	2
2021-05	6
2021-06	2
2021-07	8
2021-08	6
2021-09	5
2021-10	5
2021-11	4
2021-12	5
2022-01	3
2022-02	4
2022-03	2
2022-04	5
2022-05	4
2022-06	4
2022-07	5
2022-08	5
2022-09	13
2022-10	7
2022-11	3
2022-12	4
2023-01	1
2023-02	3
2023-03	5
2023-04	4
2023-05	4
2023-06	5
2023-07	4
2023-08	5
2023-09	2
2023-10	3
2023-11	0
2023-12	6
2024-01	3
2024-02	0
2024-03	4
2024-04	2
2024-05	1
2024-06	4
2024-07	2
2024-08	3
2024-09	5
2024-10	1
2024-11	1
2024-12	2
2025-01	3
2025-02	1
2025-03	0
2025-04	0
2025-05	1
2025-06	1
2025-07	2
2025-08	0
2025-09	1
2025-10	0
2025-11	0
2025-12	0
2026-01	1
2026-02	0
e
# EOF
