# Month and number of downloads of pcb-4.1.2.tar.gz
2018-05  104
2018-06  112
2018-07  134
2018-08  156
2018-09  170
2018-10  25
2018-11  2
2018-12  2
2019-01  0
2019-02  1
2019-03  1
2019-04  3
2019-05  9
2019-06  0
2019-07  0
2019-08  1
2019-09  1
2019-10  0
2019-11  1
2019-12  3
2020-01  0
2020-02  0
2020-03  1
2020-04  0
2020-05  0
2020-06  1
2020-07  2
2020-08  0
2020-09  0
2020-10  0
2020-11  0
2020-12  0
2021-01  0
2021-02  0
2021-03  0
2021-04  0
2021-05  1
2021-06  1
2021-07  1
2021-08  1
2021-09  0
2021-10  0
2021-11  0
2021-12  0
2022-01  0
2022-02  0
2022-03  0
2022-04  1
2022-05  0
2022-06  0
2022-07  0
2022-08  0
2022-09  4
2022-10  1
2022-11  2
2022-12  2
2023-01  0
2023-02  0
2023-03  0
2023-04  0
2023-05  1
2023-06  0
2023-07  0
2023-08  1
2023-09  0
2023-10  3
2023-11  0
2023-12  1
2024-01  2
2024-02  8
2024-03  2
2024-04  8
2024-05  9
2024-06  6
2024-07  8
2024-08  11
2024-09  11
2024-10  7
2024-11  29
2024-12  33
2025-01  29
2025-02  17
2025-03  29
2025-04  13
2025-05  17
2025-06  9
2025-07  10
2025-08  5
2025-09  6
2025-10  8
2025-11  12
2025-12  18
2026-01  14
2026-02  2
2026-03  9
e
# EOF
