# Date and number of downloads of pcb-4.0.2.tar.gz
2017-09-03	17
2017-09-04	19
2017-09-05	25
2017-09-06	21
2017-09-07	21
2017-09-08	25
2017-09-09	16
2017-09-10	11
2017-09-11	23
2017-09-12	22
2017-09-13	15
2017-09-14	17
2017-09-15	9
2017-09-16	18
2017-09-17	11
2017-09-18	21
2017-09-19	10
2017-09-20	24
2017-09-21	22
2017-09-22	14
2017-09-23	16
2017-09-24	13
2017-09-25	19
2017-09-26	10
2017-09-27	2
2017-09-28	14
2017-09-29	20
2017-09-30	10
2017-10-01	9
2017-10-02	10
2017-10-03	11
2017-10-04	15
2017-10-05	19
2017-10-06	18
2017-10-07	13
2017-10-08	16
2017-10-09	38
2017-10-10	17
2017-10-11	13
2017-10-12	17
2017-10-13	19
2017-10-14	20
2017-10-15	13
2017-10-16	20
2017-10-17	17
2017-10-18	14
2017-10-19	6
2017-10-20	25
2017-10-21	21
2017-10-22	11
2017-10-23	15
2017-10-24	25
2017-10-25	16
2017-10-26	15
2017-10-27	20
2017-10-28	13
2017-10-29	21
2017-10-30	12
2017-10-31	16
2017-11-01	6
2017-11-02	5
2017-11-03	12
2017-11-04	7
2017-11-05	13
2017-11-06	15
2017-11-07	12
2017-11-08	37
2017-11-09	25
2017-11-10	30
2017-11-11	23
2017-11-12	23
2017-11-13	18
2017-11-14	9
2017-11-15	31
2017-11-16	15
2017-11-17	12
2017-11-18	13
2017-11-19	17
2017-11-20	14
2017-11-21	31
2017-11-22	14
2017-11-23	15
2017-11-24	14
2017-11-25	21
2017-11-26	13
2017-11-27	23
2017-11-28	21
2017-11-29	16
2017-11-30	8
2017-12-01	6
2017-12-02	9
2017-12-03	16
2017-12-04	17
2017-12-05	14
2017-12-06	17
2017-12-07	18
2017-12-08	14
2017-12-09	12
2017-12-10	25
2017-12-11	19
2017-12-12	18
2017-12-13	23
2017-12-14	18
2017-12-15	15
2017-12-16	10
2017-12-17	14
2017-12-18	11
2017-12-19	9
2017-12-20	20
2017-12-21	21
2017-12-22	13
2017-12-23	13
2017-12-24	12
2017-12-25	13
2017-12-26	25
2017-12-27	13
2017-12-28	15
2017-12-29	12
2017-12-30	25
2017-12-31	12
2018-01-01	15
2018-01-02	12
2018-01-03	11
2018-01-04	14
2018-01-05	19
2018-01-06	14
2018-01-07	13
2018-01-08	22
2018-01-09	23
2018-01-10	19
2018-01-11	12
2018-01-12	18
2018-01-13	10
2018-01-14	15
2018-01-15	15
2018-01-16	13
2018-01-17	21
2018-01-18	14
2018-01-19	20
2018-01-20	17
2018-01-21	11
2018-01-22	16
2018-01-23	29
2018-01-24	15
2018-01-25	12
2018-01-26	12
2018-01-27	21
e
# EOF
